Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,3356.01,наличный,Минск,МаксБанк-KJEB-796,23-09-2009,02:19:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3256.41,наличный,Минск,БелАгропромбанк-PVZC-024,22-02-2013,09:32:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,948.86,безналичный,Минск,Белинвестбанк-KBSG-837,16-02-2024,16:58:07,успешно,нет,0.0
физ. лицо,получение средств,2284.72,безналичный,Минск,Белинвестбанк-PSOI-076,30-11-2024,02:19:28,успешно,нет,0.0
физ. лицо,списание средств,2265.21,наличный,Минск,Приорбанк-MUFF-311,04-08-2013,11:17:23,неправильный ввод пин-кода,да,221.11
юр. лицо,списание средств,4121.62,безналичный,Минск,Беларусбанк-BAGL-461,02-04-2004,11:48:36,неправильный ввод пин-кода,да,97.66
юр. лицо,списание средств,3399.3,безналичный,Минск,Беларусбанк-VNBF-478,05-01-2004,19:07:25,неправильный ввод пин-кода,да,208.88
юр. лицо,списание средств,4344.25,безналичный,Минск,Белинвестбанк-XSFJ-090,10-01-2015,18:30:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,753.45,наличный,Минск,Белинвестбанк-KLFU-590,05-07-2003,06:17:39,успешно,нет,0.0
физ. лицо,списание средств,4403.03,безналичный,Минск,Белинвестбанк-MTAO-131,27-09-2022,05:03:09,неправильный ввод пин-кода,да,167.46
физ. лицо,списание средств,503.68,безналичный,Минск,БелАгропромбанк-PSON-649,11-11-2006,18:05:34,успешно,нет,0.0
физ. лицо,получение средств,2026.1,наличный,Минск,Белинвестбанк-VQTJ-067,31-10-2019,23:45:08,успешно,нет,0.0
юр. лицо,списание средств,25.91,безналичный,Минск,Приорбанк-JQHM-764,21-11-2016,15:59:32,недостаточно средств,да,1.64
юр. лицо,получение средств,3012.64,наличный,Минск,Приорбанк-GPOS-599,25-02-2002,06:39:40,успешно,нет,0.0
юр. лицо,получение средств,2862.09,наличный,Минск,МаксБанк-CASR-667,30-11-2007,06:25:46,успешно,нет,0.0
физ. лицо,получение средств,3398.34,безналичный,Минск,Беларусбанк-RSDH-883,28-07-2017,13:06:40,успешно,нет,0.0
юр. лицо,получение средств,824.85,безналичный,Минск,МаксБанк-DCBV-071,26-02-2020,19:22:07,успешно,нет,0.0
юр. лицо,списание средств,2229.19,безналичный,Минск,Беларусбанк-LKLJ-627,13-09-2022,00:08:09,недостаточно средств,да,118.4
юр. лицо,получение средств,3642.95,безналичный,Минск,Беларусбанк-RWSL-899,07-10-2022,22:39:51,успешно,нет,0.0
юр. лицо,получение средств,2089.74,наличный,Минск,Приорбанк-QLUU-561,24-12-2016,08:51:18,успешно,нет,0.0
юр. лицо,получение средств,4031.27,безналичный,Минск,Беларусбанк-CLWE-697,14-09-2023,20:13:07,успешно,нет,0.0
юр. лицо,получение средств,3883.66,безналичный,Минск,МаксБанк-CICL-187,26-03-2009,00:03:29,успешно,нет,0.0
физ. лицо,получение средств,1804.54,наличный,Минск,Беларусбанк-PBYZ-710,24-02-2021,20:01:31,успешно,нет,0.0
физ. лицо,получение средств,2246.77,наличный,Минск,МаксБанк-MOBL-614,21-02-2002,18:00:05,успешно,нет,0.0
юр. лицо,получение средств,56.4,наличный,Минск,БелАгропромбанк-XFPG-916,14-09-2000,17:46:49,успешно,нет,0.0
юр. лицо,списание средств,4336.3,наличный,Минск,Белинвестбанк-GCXW-349,11-10-2000,04:40:44,недостаточно средств,нет,0.0
юр. лицо,получение средств,2934.09,наличный,Минск,Белинвестбанк-XWBW-481,19-03-2024,15:19:49,успешно,нет,0.0
физ. лицо,получение средств,798.51,безналичный,Минск,Белинвестбанк-WALP-603,14-04-2015,18:49:25,успешно,нет,0.0
юр. лицо,списание средств,4243.73,наличный,Минск,БелАгропромбанк-GJQW-873,22-12-2011,06:56:06,успешно,да,72.2
юр. лицо,получение средств,4187.58,безналичный,Минск,Приорбанк-PYQX-248,16-05-2013,23:02:53,успешно,нет,0.0
физ. лицо,списание средств,4310.06,наличный,Минск,Беларусбанк-MICP-428,01-10-2001,01:00:30,недостаточно средств,да,307.73
юр. лицо,списание средств,554.99,наличный,Минск,МаксБанк-USCA-351,07-06-2022,07:56:02,недостаточно средств,да,14.97
юр. лицо,получение средств,568.36,наличный,Минск,Беларусбанк-DCWI-091,08-05-2005,20:14:59,успешно,нет,0.0
физ. лицо,списание средств,2194.36,безналичный,Минск,Приорбанк-HDUE-061,30-11-2016,07:52:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,1118.95,наличный,Минск,Белинвестбанк-ELMN-094,08-10-2016,18:21:01,недостаточно средств,нет,0.0
юр. лицо,получение средств,1155.1,безналичный,Минск,Приорбанк-JZNI-570,20-03-2019,04:24:53,успешно,нет,0.0
юр. лицо,получение средств,3611.35,безналичный,Минск,МаксБанк-AKRT-175,12-04-2019,23:15:14,успешно,нет,0.0
юр. лицо,списание средств,3755.58,наличный,Минск,МаксБанк-ROVS-876,09-12-2015,20:49:48,неправильный ввод пин-кода,да,79.3
юр. лицо,получение средств,1107.63,безналичный,Минск,МаксБанк-LTWO-454,12-10-2021,23:57:46,успешно,нет,0.0
юр. лицо,получение средств,4798.79,наличный,Минск,Белинвестбанк-EREQ-571,06-08-2017,03:18:38,успешно,нет,0.0
юр. лицо,получение средств,42.01,безналичный,Минск,Белинвестбанк-MNVG-375,07-11-2014,08:33:24,успешно,нет,0.0
юр. лицо,получение средств,852.43,наличный,Минск,БелАгропромбанк-KBCC-282,29-09-2014,20:50:33,успешно,нет,0.0
юр. лицо,списание средств,1090.47,наличный,Минск,БелАгропромбанк-OFZJ-105,08-12-2002,04:23:00,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2712.75,наличный,Минск,Приорбанк-BJUO-797,12-10-2001,15:16:59,успешно,нет,0.0
физ. лицо,списание средств,3738.71,безналичный,Минск,Беларусбанк-CEON-856,18-12-2017,17:21:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4963.14,безналичный,Минск,Беларусбанк-EURY-215,01-06-2007,22:03:59,неправильный ввод пин-кода,да,484.45
